techn. Schlüssel (UUID),Planungsraum (Nummer),Planungsraum (Name),Bezirksregion (Nummer),Bezirksregion (Name),Prognoseraum (Nummer),Prognoseraum (Name),Bezirk,Fläche in qm,Stand der Daten
CA5BD3C2-A51E-4BCE-9377-C4AE1D99ED7B,06300528,Teltower Damm,063005,Teltower Damm,0630,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,3119504.58,01.01.2021
4C035688-BC36-4211-83D4-108E853B1688,06300629,Botanischer Garten,063006,Drakestraße,0630,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,1416801.21,01.01.2021
07DBC118-FC9C-4E06-894F-E169357BE961,06300630,Hindenburgdamm,063006,Drakestraße,0630,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,744838.47,01.01.2021
CCA5B35A-D560-4E1F-9CDE-0C79086D194A,06300631,Goerzwerke,063006,Drakestraße,0630,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,1783648.80,01.01.2021
BEC82514-E6CC-4532-894D-BDA32666D1FE,06300632,Schweizer Viertel,063006,Drakestraße,0630,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,3085929.05,01.01.2021
7CC2B5B3-EDC8-40A2-8220-F5EE76125404,06300633,Augustaplatz,063006,Drakestraße,0630,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,1667908.74,01.01.2021
DAD62AD1-F347-4793-AD3B-B6FE7611C7ED,06300634,Lichterfelde West,063006,Drakestraße,0630,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,1584148.59,01.01.2021
C7B8F5ED-F41C-43B8-A060-21E7FF5145AB,06400735,Wannsee,064007,Zehlendorf Südwest,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,23735232.25,01.01.2021
BDE4A468-2D3C-45B7-82B4-691676DAFC2B,06400736,Düppel,064007,Zehlendorf Südwest,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,3130559.84,01.01.2021
9D766D44-0FBD-4F2A-A131-D33BA5BCF54C,06400737,Nikolassee,064007,Zehlendorf Südwest,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,16490502.19,01.01.2021
F222AAA6-2C56-43F6-9852-031A931DF7E9,06400838,Krumme Lanke,064008,Zehlendorf Nord,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,6419300.11,01.01.2021
454A145E-6EA3-4D30-B702-56916E829BF6,06400839,Fischerhüttenstraße,064008,Zehlendorf Nord,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,1832755.71,01.01.2021
CFE33023-BDC7-4034-9E09-C2CD4D091D22,06400840,Fischtal,064008,Zehlendorf Nord,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,1385412.91,01.01.2021
562E120B-25F8-4F9C-ACD4-2F2179EDCC40,06400841,Zehlendorf Eiche,064008,Zehlendorf Nord,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,1102154.01,01.01.2021
4BB10ACD-1D13-455C-9D0E-6010A0D98634,06400842,Hüttenweg,064008,Zehlendorf Nord,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,2975008.67,01.01.2021
B3F78544-2E8B-4715-8848-D102C6E28A68,06400843,Thielallee,064008,Zehlendorf Nord,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,2111270.46,01.01.2021
C85ACE8D-7866-43F8-85CF-0E5A2841AB45,06400844,Dahlem,064008,Zehlendorf Nord,0640,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,3308763.84,01.01.2021
28C56549-CB46-400B-9120-256D9BC76F40,07100101,Wittenbergplatz,071001,Schöneberg Nordwest,0710,Schöneberg Nord,Tempelhof-Schöneberg,621012.04,01.01.2021
350E7781-6B3B-47D2-AFBB-BC7CD5D5226B,07100102,Kalckreuthstraße,071001,Schöneberg Nordwest,0710,Schöneberg Nord,Tempelhof-Schöneberg,516607.54,01.01.2021
A0CD6177-D1AA-48BA-B7C7-7AE812F5936B,07100103,Frobenstraße,071001,Schöneberg Nordwest,0710,Schöneberg Nord,Tempelhof-Schöneberg,342048.44,01.01.2021
BA1F638A-BCC3-4849-A1F2-4FE219E2EA46,07100204,Barbarossaplatz,071002,Schöneberg Nordost,0710,Schöneberg Nord,Tempelhof-Schöneberg,515158.77,01.01.2021
66CFB34F-208F-4CA4-BD9B-AEC2FDAD7069,07100205,Alvenslebenstraße,071002,Schöneberg Nordost,0710,Schöneberg Nord,Tempelhof-Schöneberg,317589.24,01.01.2021
0ECBC6B6-D5D5-4711-9F7D-B6068E588E3B,07100206,Großgörschenstraße,071002,Schöneberg Nordost,0710,Schöneberg Nord,Tempelhof-Schöneberg,534763.03,01.01.2021
2324EF5D-EA4C-4E6C-9709-D91D7F513CF9,07200307,Bayerischer Platz,072003,Schöneberg Südwest,0720,Schöneberg Süd,Tempelhof-Schöneberg,523942.87,01.01.2021
E0525421-9463-407E-BB3C-80F9C770A967,07200308,Volkspark (Rudolph-Wilde-Park),072003,Schöneberg Südwest,0720,Schöneberg Süd,Tempelhof-Schöneberg,626745.84,01.01.2021
E9B836BF-0CF2-4A95-948B-74F271286335,07200409,Belziger Straße,072004,Schöneberg Südost,0720,Schöneberg Süd,Tempelhof-Schöneberg,530593.06,01.01.2021
EB19481E-96FB-41F4-B93E-F8B59D2778B3,07200410,Feurigstraße,072004,Schöneberg Südost,0720,Schöneberg Süd,Tempelhof-Schöneberg,250443.74,01.01.2021
85EC4871-62DC-4353-8E59-269A633CCFC5,07200411,Julius-Leber-Brücke,072004,Schöneberg Südost,0720,Schöneberg Süd,Tempelhof-Schöneberg,135106.96,01.01.2021
A0AE556D-82F0-4F44-97F1-272D10D43577,07200412,Schöneberger Linse,072004,Schöneberg Südost,0720,Schöneberg Süd,Tempelhof-Schöneberg,231297.53,01.01.2021
254F5FFD-3B0A-4102-8BCD-92C767703A80,07200413,Cheruskerstraße,072004,Schöneberg Südost,0720,Schöneberg Süd,Tempelhof-Schöneberg,797229.77,01.01.2021
EA894668-78F7-4A3C-A3B1-E0173D810C6D,07200414,Hohenfriedbergstraße,072004,Schöneberg Südost,0720,Schöneberg Süd,Tempelhof-Schöneberg,263437.11,01.01.2021
4BF8BEC4-195B-4C94-B5A5-47FDFD68EB54,07300515,Taunusstraße,073005,Friedenau West,0730,Friedenau,Tempelhof-Schöneberg,367069.40,01.01.2021
A2F78E95-A8E0-45CD-992D-FA9A0101DCB9,07300516,Odenwaldstraße,073005,Friedenau West,0730,Friedenau,Tempelhof-Schöneberg,458723.17,01.01.2021
820EE03B-7FA5-49CD-B84C-4949D4B5F806,07300517,Perelsplatz,073005,Friedenau West,0730,Friedenau,Tempelhof-Schöneberg,636686.26,01.01.2021
4DA0AA48-A088-46BB-8050-6B6330C7DD08,07300618,Ceciliengärten,073006,Friedenau Ost,0730,Friedenau,Tempelhof-Schöneberg,567664.29,01.01.2021
5973D794-D8F7-4484-9689-570BDB201C10,07300619,Grazer Platz,073006,Friedenau Ost,0730,Friedenau,Tempelhof-Schöneberg,2573809.51,01.01.2021
F7661793-849C-4684-BE37-A63EAAB75833,07400720,Gontermannstraße,074007,Tempelhof Nord,0740,Tempelhof,Tempelhof-Schöneberg,1184468.61,01.01.2021
5DE5790C-3CFE-45E9-9AE2-91C3A9B1E6BC,07400721,Paradestraße,074007,Tempelhof Nord,0740,Tempelhof,Tempelhof-Schöneberg,4281177.32,01.01.2021
431D4F52-0102-4A88-8EF4-868CE1431F22,07400822,Lindenhofsiedlung,074008,Tempelhof Südwest,0740,Tempelhof,Tempelhof-Schöneberg,1453448.74,01.01.2021
E21EEF03-0990-4D19-BB83-903984F1BC13,07400823,Wittekindstraße,074008,Tempelhof Südwest,0740,Tempelhof,Tempelhof-Schöneberg,805351.22,01.01.2021
41837E64-002A-43B1-9B69-883C0EA5ED6F,07400824,Bosepark,074008,Tempelhof Südwest,0740,Tempelhof,Tempelhof-Schöneberg,636909.40,01.01.2021
C34B2F70-F157-4966-B991-1FE97235E983,07400825,Friedrich-Karl-Straße,074008,Tempelhof Südwest,0740,Tempelhof,Tempelhof-Schöneberg,418525.21,01.01.2021
BFFB6E77-4F2D-46D0-8AE1-E17B015AA88A,07400826,Marienhöhe,074008,Tempelhof Südwest,0740,Tempelhof,Tempelhof-Schöneberg,1169649.59,01.01.2021
5D8E2D3F-AFF3-4304-8C11-DDE3753EEF7A,07400927,Rathaus Tempelhof,074009,Tempelhof Südost,0740,Tempelhof,Tempelhof-Schöneberg,3059338.23,01.01.2021
455D6B71-882B-4956-BB33-5A47AC9DFEDD,07400928,Germaniagarten,074009,Tempelhof Südost,0740,Tempelhof,Tempelhof-Schöneberg,660319.24,01.01.2021
0711D368-C251-412C-8BEA-FAACD833D97C,07501029,Ringstraße,075010,Mariendorf Nord,0750,Mariendorf,Tempelhof-Schöneberg,1441993.97,01.01.2021
FB88C460-F607-460A-A591-ABF7654BCA5C,07501030,Machonstraße,075010,Mariendorf Nord,0750,Mariendorf,Tempelhof-Schöneberg,597120.69,01.01.2021
20E2B630-1FE6-43D6-859B-C92424FD0FAD,07501031,Eisenacher Straße,075010,Mariendorf Nord,0750,Mariendorf,Tempelhof-Schöneberg,1542290.44,01.01.2021
3F8BA177-6FBE-4C7F-8BFE-F7E2FDE0F66B,07501032,Imbrosweg,075010,Mariendorf Nord,0750,Mariendorf,Tempelhof-Schöneberg,1232173.93,01.01.2021
4444B05E-EB8E-4BE2-B6FB-7747F8CF0451,07501133,Fritz-Werner-Straße,075011,Mariendorf Süd,0750,Mariendorf,Tempelhof-Schöneberg,1756185.26,01.01.2021
E29E33D7-C71B-4DC7-A280-7C26D4B4085D,07501134,Hundsteinweg,075011,Mariendorf Süd,0750,Mariendorf,Tempelhof-Schöneberg,2253607.84,01.01.2021
B5C7770E-1C1F-466C-AB58-5DF4CBA099D8,07501135,Birnhornweg,075011,Mariendorf Süd,0750,Mariendorf,Tempelhof-Schöneberg,555583.55,01.01.2021
6620417B-FB86-4660-8C84-00682ADDF754,07601236,Marienfelder Allee Nordwest,076012,Marienfelde Nord,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,1147192.59,01.01.2021
EFD9A475-59C3-4067-9B6A-9B81D17AD490,07601237,Kirchstraße,076012,Marienfelde Nord,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,1235702.41,01.01.2021
805000B3-B068-40DC-A4F0-DE31857ACB51,07601238,Marienfelde Nordost,076012,Marienfelde Nord,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,1985033.15,01.01.2021
BEA7B758-005A-4E15-AC72-4AC29F689C4B,07601339,Tirschenreuther Ring West,076013,Marienfelde Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,453772.11,01.01.2021
ABB42EE9-2C2F-4E81-989D-3FF1A00634CE,07601340,Tirschenreuther Ring Ost,076013,Marienfelde Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,413975.41,01.01.2021
9AA967B4-237E-4D09-BA8F-AD713986CF28,07601341,Diedersdorfer Weg,076013,Marienfelde Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,3913482.87,01.01.2021
F232B2CF-D14E-4C97-B471-82B75C5104F8,07601442,Kettinger Straße,076014,Lichtenrade Nord,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,2348240.77,01.01.2021
A6B7C77F-B175-4770-8758-84A4044CC031,07601443,Töpchiner Weg,076014,Lichtenrade Nord,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,1986717.05,01.01.2021
3C8718A5-8F89-4138-88E5-E2E14359D9CA,07601544,John-Locke-Straße,076015,Lichtenrade Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,1123882.53,01.01.2021
BEDA7E52-39B1-4B97-A0F2-DB02ED80A4B2,07601545,Nahariyastraße,076015,Lichtenrade Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,900471.31,01.01.2021
0DA5E556-3FFF-4B7D-976A-7F1A9D77437C,07601546,Franziusweg,076015,Lichtenrade Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,1774369.43,01.01.2021
AC59FC14-38AD-406C-B59E-01948228E702,07601547,Horstwalder Straße,076015,Lichtenrade Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,941447.21,01.01.2021
A4CDF7BC-B194-49E4-9646-7C2B23D997A2,07601548,Wittelsbacherstraße,076015,Lichtenrade Süd,0760,Marienfelde / Lichtenrade,Tempelhof-Schöneberg,968275.30,01.01.2021
98695BE4-BA0F-4D6C-A98B-E137ED93E4E8,08100101,Hasenheide,081001,Schillerpromenade,0810,Neukölln,Neukölln,866365.32,01.01.2021
6EAE5AA5-FE12-4677-A49E-8FEDAA962B08,08100102,Schillerpromenade Nord,081001,Schillerpromenade,0810,Neukölln,Neukölln,589651.68,01.01.2021
5DE15BAA-C2E6-4415-8622-74C84CE9DF3D,08100103,Schillerpromenade Süd,081001,Schillerpromenade,0810,Neukölln,Neukölln,479083.85,01.01.2021
F313EF84-69A6-41ED-805E-319231295C76,08100104,Wartheplatz,081001,Schillerpromenade,0810,Neukölln,Neukölln,551192.08,01.01.2021
895BE815-39E3-4FDC-AC1E-6790C7CCDF7F,08100105,Silbersteinstraße,081001,Schillerpromenade,0810,Neukölln,Neukölln,463913.24,01.01.2021
8C4F542A-0836-48F0-A8FA-21840CD987D6,08100206,Flughafenstraße,081002,Neuköllner Mitte/Zentrum,0810,Neukölln,Neukölln,421634.54,01.01.2021
6363FB50-04A6-4F1B-AFB1-CA992C86C580,08100207,Rollberg,081002,Neuköllner Mitte/Zentrum,0810,Neukölln,Neukölln,371779.34,01.01.2021
28A987E0-4D12-4248-8011-CF3BE5CB96F2,08100208,Körnerpark,081002,Neuköllner Mitte/Zentrum,0810,Neukölln,Neukölln,553859.98,01.01.2021
FD68547C-68F8-456A-B1FB-6D090E5CF622,08100209,Glasower Straße,081002,Neuköllner Mitte/Zentrum,0810,Neukölln,Neukölln,589240.09,01.01.2021
56C155F0-2426-45E1-9897-9A47D0C1C5DD,08100310,Maybachufer,081003,Reuterstraße,0810,Neukölln,Neukölln,254734.13,01.01.2021
02154736-07CE-4714-903B-C2DE999B6122,08100311,Reuterplatz,081003,Reuterstraße,0810,Neukölln,Neukölln,259583.29,01.01.2021
BC2DDA77-240D-435C-B139-622EB328BBFA,08100312,Weichselplatz,081003,Reuterstraße,0810,Neukölln,Neukölln,515951.99,01.01.2021
2C3912BA-BF08-4F47-AE16-315923DFBF51,08100313,Bouchéstraße,081003,Reuterstraße,0810,Neukölln,Neukölln,140059.91,01.01.2021
BE80307D-5462-440A-A0EB-AA608EA62C46,08100314,Donaustraße,081003,Reuterstraße,0810,Neukölln,Neukölln,255921.89,01.01.2021
FEF6584C-E954-4D59-8208-4BFD2A5F4228,08100415,Ganghoferstraße,081004,Rixdorf,0810,Neukölln,Neukölln,255376.34,01.01.2021
EF95B741-18DB-4F72-81BC-9687F4C05BF9,08100416,Alt-Rixdorf,081004,Rixdorf,0810,Neukölln,Neukölln,334335.88,01.01.2021
51CCE990-A6FC-4E5B-8B10-7910E4A957E4,08100417,Braunschweiger Straße,081004,Rixdorf,0810,Neukölln,Neukölln,412653.09,01.01.2021
76721F73-A9FF-4FB9-B030-18727FF72E80,08100418,Hertzbergplatz,081004,Rixdorf,0810,Neukölln,Neukölln,640255.38,01.01.2021
3CDA6E4C-2C18-4F26-AD1C-20C86B8309BA,08100419,Treptower Straße Nord,081004,Rixdorf,0810,Neukölln,Neukölln,430621.97,01.01.2021
4066CF60-B1A1-4ED1-AF40-118F377CDEC6,08100520,Weiße Siedlung,081005,Köllnische Heide,0810,Neukölln,Neukölln,1120634.47,01.01.2021
7D0E3868-D878-45D5-8983-BFF0160442D3,08100521,Schulenburgpark,081005,Köllnische Heide,0810,Neukölln,Neukölln,2197575.98,01.01.2021
52536B99-4ED6-4598-BEBF-C11428FFEBEB,08200622,Jahnstraße,082006,Britz Nord,0820,Britz/Buckow,Neukölln,667047.98,01.01.2021
9A028780-00CA-4592-8854-2183BAA84372,08200623,Park am Buschkrug,082006,Britz Nord,0820,Britz/Buckow,Neukölln,1179332.49,01.01.2021
693737F8-1157-47F9-A730-FBF794882897,08200624,Tempelhofer Weg,082006,Britz Nord,0820,Britz/Buckow,Neukölln,1189617.28,01.01.2021
B55CB3B0-5FC6-4771-AF9E-557793BD1B90,08200725,Mohriner Allee Nord,082007,Britz,0820,Britz/Buckow,Neukölln,1629952.01,01.01.2021
35F1D215-9B21-4EF2-A370-C2B2E24ED60C,08200726,Hufeisensiedlung,082007,Britz,0820,Britz/Buckow,Neukölln,988545.00,01.01.2021
9F31B16D-E14F-4116-B7A3-2215ECB6A5D6,08200727,Parchimer Allee Süd,082007,Britz,0820,Britz/Buckow,Neukölln,1156789.48,01.01.2021
9E28315F-38D8-4EBA-A0EB-1B994B783699,08200728,Ortolanweg,082007,Britz,0820,Britz/Buckow,Neukölln,1186466.74,01.01.2021
1CD4B909-3451-40AC-8114-E7A8C2BC8B9F,08200729,Britzer Garten,082007,Britz,0820,Britz/Buckow,Neukölln,3152366.00,01.01.2021
960EE761-2EF0-4307-88DB-862190E0C221,08200730,Handwerker-Siedlung,082007,Britz,0820,Britz/Buckow,Neukölln,1376467.37,01.01.2021
CAF53D9A-AD32-4BBA-9207-9DBD4FA27CF2,08200831,Buckow West,082008,Buckow,0820,Britz/Buckow,Neukölln,1457782.98,01.01.2021
62F14C5A-114D-4CE1-B03B-5773CBBC0954,08200832,Buckow Mitte,082008,Buckow,0820,Britz/Buckow,Neukölln,2032601.08,01.01.2021
E2B59F09-A640-4B71-AFCD-FD048B13D40F,08200833,Buckow Ost,082008,Buckow,0820,Britz/Buckow,Neukölln,1106992.26,01.01.2021
DD7537CF-D969-432C-AAB8-62BE39C121BB,08300934,Gropiusstadt Nord-West,083009,Gropiusstadt West,0830,Gropiusstadt,Neukölln,847625.39,01.01.2021
9F1F1181-79AA-4966-9F66-FBB980CFBAC0,08300935,Gropiusstadt Süd-West,083009,Gropiusstadt West,0830,Gropiusstadt,Neukölln,677342.29,01.01.2021
ADE91C20-EA4E-4652-B2E0-52AFCE5ACA49,08301036,Gropiusstadt Mitte,083010,Gropiusstadt Ost,0830,Gropiusstadt,Neukölln,695028.22,01.01.2021
209D574E-82A0-4993-9C2C-557A71B80E15,08301037,Gropiusstadt Süd-Ost,083010,Gropiusstadt Ost,0830,Gropiusstadt,Neukölln,437945.86,01.01.2021
6673D17A-9A7C-44D5-9CA5-581C7C0EC5D1,08401138,Goldhähnchenweg,084011,Buckow Nord,0840,Buckow Nord/Rudow,Neukölln,133644.00,01.01.2021
E418FCFB-92A2-4C4B-BA21-7DE1712599B1,08401139,Vogelviertel Süd,084011,Buckow Nord,0840,Buckow Nord/Rudow,Neukölln,826773.03,01.01.2021
0B31C586-4995-48BE-82F3-24A047EE7CA7,08401140,Vogelviertel Nord,084011,Buckow Nord,0840,Buckow Nord/Rudow,Neukölln,440895.90,01.01.2021
2BC44862-4EDC-411D-B017-9C8CCF853320,08401241,Blumenviertel,084012,Rudow,0840,Buckow Nord/Rudow,Neukölln,2120055.05,01.01.2021
F38BBB9B-170B-4A17-9A8E-1545B2DB478E,08401242,Zittauer Straße,084012,Rudow,0840,Buckow Nord/Rudow,Neukölln,1922494.46,01.01.2021
9FC09897-EF39-418A-8148-199C6BB88BA0,08401243,Alt-Rudow,084012,Rudow,0840,Buckow Nord/Rudow,Neukölln,2508182.71,01.01.2021
B2261CD3-EE16-43D0-8841-BEE2997A5DBB,08401244,Waßmannsdorfer Chaussee,084012,Rudow,0840,Buckow Nord/Rudow,Neukölln,2776853.84,01.01.2021
4C6651DE-B643-46FB-924F-A75463E9D4E9,08401245,Frauenviertel,084012,Rudow,0840,Buckow Nord/Rudow,Neukölln,471894.55,01.01.2021
27D6E398-3BFE-4549-8DC0-DAF0DE5B5FF2,08401246,Waltersdorfer Chaussee Ost,084012,Rudow,0840,Buckow Nord/Rudow,Neukölln,2245178.48,01.01.2021
077BE81D-43F3-427D-B5AA-1111875200C2,09100101,Alt-Treptow,091001,Alt-Treptow,0910,Treptow-Köpenick 1,Treptow-Köpenick,2314193.10,01.01.2021
415BC078-89D3-4686-BA16-7C86F8EBD3F7,09100202,Plänterwald West,091002,Plänterwald,0910,Treptow-Köpenick 1,Treptow-Köpenick,854071.54,01.01.2021
300D33BE-DD07-4E36-B2B3-E43B15348FC7,09100203,Plänterwald Ost,091002,Plänterwald,0910,Treptow-Köpenick 1,Treptow-Köpenick,2145041.58,01.01.2021
6300C57E-A5D9-4478-B7B5-6433A738024E,09100304,Baumschulenweg West,091003,Baumschulenweg,0910,Treptow-Köpenick 1,Treptow-Köpenick,1613850.31,01.01.2021
43901CDD-2537-42C2-A41F-2588C8F7EAA4,09100305,Baumschulenweg Ost,091003,Baumschulenweg,0910,Treptow-Köpenick 1,Treptow-Köpenick,496809.95,01.01.2021
19D2B57B-A47B-4F70-BB82-9EF7708AB054,09100306,Späthsfelde,091003,Baumschulenweg,0910,Treptow-Köpenick 1,Treptow-Köpenick,2722811.58,01.01.2021
F4FFB58E-EDEA-4467-94A7-5ABE86BD3553,09100407,Johannisthal West,091004,Johannisthal,0910,Treptow-Köpenick 1,Treptow-Köpenick,3247238.22,01.01.2021
70FC2FEB-08BE-4A68-AF27-3C7776147DE6,09100408,Johannisthal Ost,091004,Johannisthal,0910,Treptow-Köpenick 1,Treptow-Köpenick,766688.37,01.01.2021
8A6D4134-FD9A-4A7B-8F9A-FB1D76DD6285,09100409,Landschaftspark Adlershof,091004,Johannisthal,0910,Treptow-Köpenick 1,Treptow-Köpenick,2988058.72,01.01.2021
6DA28668-0595-4B82-A058-388D2EE62E02,09200510,Helmholtz-Kiez,092005,Oberschöneweide,0920,Treptow-Köpenick 2,Treptow-Köpenick,2330981.37,01.01.2021
9C5B80E0-F1D5-4904-A112-F242A0DF415D,09200511,Griechischer Park,092005,Oberschöneweide,0920,Treptow-Köpenick 2,Treptow-Köpenick,1358649.90,01.01.2021
4868ADFD-D7DD-458E-9ABC-A3E3DB203DE3,09200512,Wuhlheide,092005,Oberschöneweide,0920,Treptow-Köpenick 2,Treptow-Köpenick,4246822.58,01.01.2021
4004555C-F7B7-43F3-9C08-2FEED7B94DAA,09200613,Bahnhof Schöneweide,092006,Niederschöneweide,0920,Treptow-Köpenick 2,Treptow-Köpenick,1905396.36,01.01.2021
68192FE9-040F-4CD7-9F83-7509CD08BE82,09200614,Oberspree,092006,Niederschöneweide,0920,Treptow-Köpenick 2,Treptow-Köpenick,1072410.63,01.01.2021
9EFF9F08-469A-4CD1-AF77-26A426072FCB,09200715,Wista,092007,Adlershof,0920,Treptow-Köpenick 2,Treptow-Köpenick,2671216.52,01.01.2021
96FBE038-1959-42EC-98F0-887E5D78B17E,09200716,Dörpfeldstraße West,092007,Adlershof,0920,Treptow-Köpenick 2,Treptow-Köpenick,947786.03,01.01.2021
C8FBBE69-2ECE-4926-AF1B-566E5A00FA63,09200717,Dörpfeldstraße Ost,092007,Adlershof,0920,Treptow-Köpenick 2,Treptow-Köpenick,2545953.51,01.01.2021
CA339840-D764-47BE-A685-303039106FD2,09200818,Spindlersfeld,092008,Köllnische Vorstadt/Spindlersfeld,0920,Treptow-Köpenick 2,Treptow-Köpenick,571618.77,01.01.2021
00E57B07-6F84-451B-BBF6-44242FDDEA5B,09200819,Köllnische Vorstadt,092008,Köllnische Vorstadt/Spindlersfeld,0920,Treptow-Köpenick 2,Treptow-Köpenick,1551737.67,01.01.2021
6B9BF412-0C68-4CE2-9FCC-36DBFDF44228,09300920,Dorf Altglienicke,093009,Altglienicke,0930,Treptow-Köpenick 3,Treptow-Köpenick,4304731.14,01.01.2021
D50CA069-DE28-4FC4-AE33-CAC8AADCC2B6,09300921,Preußen Siedlung,093009,Altglienicke,0930,Treptow-Köpenick 3,Treptow-Köpenick,1462086.42,01.01.2021
4951EABF-8832-4135-8BF7-07C4D77706CF,09300922,Kosmos Viertel,093009,Altglienicke,0930,Treptow-Köpenick 3,Treptow-Köpenick,380874.59,01.01.2021
33568151-3CC2-45B9-8F7C-8BA3B8C64D26,09300923,Kölner Viertel,093009,Altglienicke,0930,Treptow-Köpenick 3,Treptow-Köpenick,1566633.37,01.01.2021
B3D0961F-F9D3-492C-A79B-3F111ECDF52B,09301024,Falkenberg,093010,Bohnsdorf,0930,Treptow-Köpenick 3,Treptow-Köpenick,1148579.88,01.01.2021
4F89ABEA-F70B-4758-B168-375958F9F340,09301025,Alt-Bohnsdorf,093010,Bohnsdorf,0930,Treptow-Köpenick 3,Treptow-Köpenick,5534396.99,01.01.2021
ECA6A44F-D23F-42EC-ADDA-05D21C7A490F,09301126,Grünau,093011,Grünau,0930,Treptow-Köpenick 3,Treptow-Köpenick,9172900.41,01.01.2021
