techn. Schlüssel (UUID),Planungsraum (Nummer),Planungsraum (Name),Bezirksregion (Nummer),Bezirksregion (Name),Prognoseraum (Nummer),Prognoseraum (Name),Bezirk,Fläche in qm,Stand der Daten
4A91C283-7DB1-456A-852F-71730819419A,09301227,Karolinenhof,093012,Schmöckwitz,0930,Treptow-Köpenick 3,Treptow-Köpenick,2356854.91,01.01.2021
D44A6954-1489-4D2F-BF74-F3FFA824FD42,09301228,Schmöckwitz/Rauchfangswerder,093012,Schmöckwitz,0930,Treptow-Köpenick 3,Treptow-Köpenick,14763147.97,01.01.2021
ECC02A97-4210-40DE-A46A-EDF6E508EB1B,09401329,Kietzer Feld/Nachtheide,094013,Köpenick Süd,0940,Treptow-Köpenick 4,Treptow-Köpenick,17025168.50,01.01.2021
7F7CB45A-E2C3-4100-8A08-67EB292BE109,09401330,Wendenschloß,094013,Köpenick Süd,0940,Treptow-Köpenick 4,Treptow-Köpenick,964279.49,01.01.2021
44517BFB-0673-443D-B214-0A1AB1424E76,09401431,Allende I,094014,Allende-Viertel,0940,Treptow-Köpenick 4,Treptow-Köpenick,513553.56,01.01.2021
31DA4C93-76E9-4772-B082-2F1116659ECF,09401432,Siedlung Kämmereiheide,094014,Allende-Viertel,0940,Treptow-Köpenick 4,Treptow-Köpenick,938683.28,01.01.2021
E330CDAD-5F6F-4CC4-826F-C399D5F3AE9B,09401433,Allende II,094014,Allende-Viertel,0940,Treptow-Köpenick 4,Treptow-Köpenick,1991509.27,01.01.2021
E7B568A8-E919-4DE7-8DDA-ED5B1BE83487,09401534,Altstadt Köpenick,094015,Altstadt Köpenick,0940,Treptow-Köpenick 4,Treptow-Köpenick,796824.43,01.01.2021
4B88D359-9AD3-4306-9777-AF84E393E884,09401635,Müggelheim,094016,Müggelheim,0940,Treptow-Köpenick 4,Treptow-Köpenick,22214881.42,01.01.2021
03A2B73F-BD52-4AF7-BCF7-C0E5727C1CE1,09501736,Hirschgarten,095017,Friedrichshagen,0950,Treptow-Köpenick 5,Treptow-Köpenick,2873108.22,01.01.2021
2376212F-ADCE-4B2A-B5D2-3BDE75C47016,09501737,Alt-Friedrichshagen,095017,Friedrichshagen,0950,Treptow-Köpenick 5,Treptow-Köpenick,11170532.00,01.01.2021
EACECA88-F363-454C-9F90-C7C7B919216E,09501838,Rahnsdorf,095018,Rahnsdorf,0950,Treptow-Köpenick 5,Treptow-Köpenick,21450907.88,01.01.2021
BF1E0AB1-CE2C-4AAC-A4A4-5A4970BE0068,09501939,Bahnhofstraße,095019,Dammvorstadt,0950,Treptow-Köpenick 5,Treptow-Köpenick,1142573.42,01.01.2021
541FEC61-6C9D-4817-9EA8-F7F0E6817A22,09501940,Güterbahnhof Köpenick,095019,Dammvorstadt,0950,Treptow-Köpenick 5,Treptow-Köpenick,596181.44,01.01.2021
0C12B9E1-CEB2-43AE-88DF-542724E9C973,09501941,Friedrichshagener Straße,095019,Dammvorstadt,0950,Treptow-Köpenick 5,Treptow-Köpenick,1045853.47,01.01.2021
875F8FB2-2C5B-4ABB-B3F8-18E1B7792A21,09502042,Mittelheide,095020,Köpenick Nord,0950,Treptow-Köpenick 5,Treptow-Köpenick,3196209.77,01.01.2021
868DBAC9-6F4E-4057-9DAC-8D4663A68126,09502043,Dammheide,095020,Köpenick Nord,0950,Treptow-Köpenick 5,Treptow-Köpenick,4774928.71,01.01.2021
F4132F1D-4A57-4076-A1C4-6B8C57F7AE17,10100101,Marzahn West,101001,Marzahn Nord,1010,Marzahn,Marzahn-Hellersdorf,695714.89,01.01.2021
CBD82979-9314-4E36-9748-6C63CBEA4D80,10100102,Rosenbecker Straße,101001,Marzahn Nord,1010,Marzahn,Marzahn-Hellersdorf,327917.02,01.01.2021
BC50B249-FED4-4EEE-8A1A-C569EA202DFF,10100103,Wittenberger Straße,101001,Marzahn Nord,1010,Marzahn,Marzahn-Hellersdorf,686667.62,01.01.2021
41B104CA-9826-4BE6-AAA4-4EF2314C4E7C,10100104,Golliner Straße,101001,Marzahn Nord,1010,Marzahn,Marzahn-Hellersdorf,885247.24,01.01.2021
A256D5A2-6D36-4CCF-B233-05E3B27FD752,10100205,Gewerbegebiet Bitterfelder Straße,101002,Marzahn Mitte,1010,Marzahn,Marzahn-Hellersdorf,3601367.77,01.01.2021
64FBD9F7-A464-4520-9A2D-258897EE4E7C,10100206,Wuhletalstraße,101002,Marzahn Mitte,1010,Marzahn,Marzahn-Hellersdorf,845801.21,01.01.2021
434F726A-495B-41E9-BAA7-0AD0B4C9C907,10100207,Ahrensfelder Berge,101002,Marzahn Mitte,1010,Marzahn,Marzahn-Hellersdorf,1099145.90,01.01.2021
6C557F71-3881-4B13-AE46-F4E278097ECF,10100208,Bürgerpark,101002,Marzahn Mitte,1010,Marzahn,Marzahn-Hellersdorf,811095.32,01.01.2021
FA09A220-8B6B-457B-A477-53FC4B82CADC,10100209,Lea-Grundig-Straße,101002,Marzahn Mitte,1010,Marzahn,Marzahn-Hellersdorf,678242.87,01.01.2021
029E1A28-3572-48B2-A92E-917AF6EE182E,10100210,Marzahner Promenade,101002,Marzahn Mitte,1010,Marzahn,Marzahn-Hellersdorf,882950.75,01.01.2021
15C8D405-870C-42E6-BE8C-BEF9B718C198,10100311,Marzahner Chaussee,101003,Marzahn Süd,1010,Marzahn,Marzahn-Hellersdorf,3993481.55,01.01.2021
038BF765-F409-4376-9421-7DF8F0A3B17C,10100312,Springpfuhl,101003,Marzahn Süd,1010,Marzahn,Marzahn-Hellersdorf,1210423.67,01.01.2021
85B7BB84-6331-42B9-B2CF-4113394F04A3,10100313,Alt-Marzahn,101003,Marzahn Süd,1010,Marzahn,Marzahn-Hellersdorf,1098932.23,01.01.2021
A4C09040-DD4C-4D33-8B48-5F815D5B74A7,10100314,Auersbergstraße,101003,Marzahn Süd,1010,Marzahn,Marzahn-Hellersdorf,470912.26,01.01.2021
F0AE18E8-25F9-488C-956C-9750688EB8A2,10100315,Bärenstein,101003,Marzahn Süd,1010,Marzahn,Marzahn-Hellersdorf,646671.73,01.01.2021
D65D5AAA-ECB0-46FC-94D0-A23231484480,10100316,Landsberger Tor,101003,Marzahn Süd,1010,Marzahn,Marzahn-Hellersdorf,1608763.92,01.01.2021
F9452E0E-8B35-4118-A482-D902CC40198F,10200417,Zossener Straße,102004,Hellersdorf Nord,1020,Hellersdorf,Marzahn-Hellersdorf,450580.62,01.01.2021
455D8CE9-4A9B-4AE5-BA80-C80A8FF4D252,10200418,Kyritzer Straße,102004,Hellersdorf Nord,1020,Hellersdorf,Marzahn-Hellersdorf,642573.79,01.01.2021
10D776BC-686C-47B4-9C22-8CA7EAA05B83,10200419,Havelländer Ring,102004,Hellersdorf Nord,1020,Hellersdorf,Marzahn-Hellersdorf,203553.55,01.01.2021
1E5768DB-1E2A-48CB-A6F3-144228A5ABC7,10200420,Gut Hellersdorf,102004,Hellersdorf Nord,1020,Hellersdorf,Marzahn-Hellersdorf,768081.28,01.01.2021
65126DAE-7FDC-4EA2-9ECC-B605B44C8FFF,10200421,Helle Mitte,102004,Hellersdorf Nord,1020,Hellersdorf,Marzahn-Hellersdorf,163854.01,01.01.2021
FDE46081-0804-4146-BB9B-D7ABE82B8D9E,10200422,Hellersdorfer Promenade,102004,Hellersdorf Nord,1020,Hellersdorf,Marzahn-Hellersdorf,451816.11,01.01.2021
CFC30D62-9514-4B54-BEF0-D4A53BA5E208,10200423,Böhlener Straße,102004,Hellersdorf Nord,1020,Hellersdorf,Marzahn-Hellersdorf,920819.97,01.01.2021
243D75E2-28E0-4D14-BE47-7137655B7CDB,10200524,Adele-Sandrock-Straße,102005,Hellersdorf Ost,1020,Hellersdorf,Marzahn-Hellersdorf,1111336.74,01.01.2021
C355CCFE-A5C6-4255-B5C8-4853EDFDDBC6,10200525,Schleipfuhl,102005,Hellersdorf Ost,1020,Hellersdorf,Marzahn-Hellersdorf,475948.16,01.01.2021
A1685FF1-C99C-4675-A567-F2B1A4AE196B,10200526,Boulevard Kastanienallee,102005,Hellersdorf Ost,1020,Hellersdorf,Marzahn-Hellersdorf,526615.92,01.01.2021
1A94A419-7C8C-4D4B-B2F4-5FDBB4CE9142,10200627,Am Kienberg,102006,Hellersdorf Süd,1020,Hellersdorf,Marzahn-Hellersdorf,533195.27,01.01.2021
5420BD10-00EB-47DC-810C-C47B2826E4D8,10200628,Neue Grottkauer Straße,102006,Hellersdorf Süd,1020,Hellersdorf,Marzahn-Hellersdorf,498615.65,01.01.2021
E53393A4-F280-4739-976D-C51B610A578C,10200629,Teterower Ring,102006,Hellersdorf Süd,1020,Hellersdorf,Marzahn-Hellersdorf,999285.26,01.01.2021
A7C8C1A8-4CEE-4A36-9FE0-A1E54DA47B57,10200630,Cecilienplatz,102006,Hellersdorf Süd,1020,Hellersdorf,Marzahn-Hellersdorf,377293.28,01.01.2021
79533D14-E111-4790-B3C0-5EE05A75C0DF,10300731,Oberfeldstraße,103007,Biesdorf,1030,Biesdorf,Marzahn-Hellersdorf,2741532.35,01.01.2021
7756B87F-403B-4BDE-8565-585541DDE23F,10300732,Buckower Ring,103007,Biesdorf,1030,Biesdorf,Marzahn-Hellersdorf,2059702.79,01.01.2021
3B3B37B6-D551-45E0-9F42-83F468C41171,10300733,Alt-Biesdorf,103007,Biesdorf,1030,Biesdorf,Marzahn-Hellersdorf,2398150.98,01.01.2021
0EBC5025-2A1A-4E3B-89E2-8FB51B365DF9,10300734,Biesdorf Süd,103007,Biesdorf,1030,Biesdorf,Marzahn-Hellersdorf,5205281.04,01.01.2021
D280526E-F19D-4377-A535-5CAF09EB4667,10400835,Kaulsdorf Nord,104008,Kaulsdorf,1040,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,2552521.64,01.01.2021
C0EDC3CC-CE2A-4978-B727-1428E63079D2,10400836,Alt-Kaulsdorf,104008,Kaulsdorf,1040,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,1349184.13,01.01.2021
E35A18D8-A3CF-4DE9-B08D-CD2F75ACA58A,10400837,Kaulsdorf Süd,104008,Kaulsdorf,1040,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,4869700.12,01.01.2021
FD59C2EF-44BA-4962-BBA1-1ADB51B283DB,10400938,Mahlsdorf Nord,104009,Mahlsdorf,1040,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,4221854.23,01.01.2021
3431CA00-E9E8-49F8-9A27-6FFE6FA76F37,10400939,Alt-Mahlsdorf,104009,Mahlsdorf,1040,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,1898886.89,01.01.2021
9DFFA406-2D91-4AF1-B0E0-CAB1311E55D2,10400940,Elsensee,104009,Mahlsdorf,1040,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,3163910.83,01.01.2021
9863EBA1-62E3-4817-996A-98935EA368CF,10400941,Pilgramer Straße,104009,Mahlsdorf,1040,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,3691049.78,01.01.2021
3B18E7F0-8621-4E33-8F43-81E4ACB7F65F,11100101,Dörfer Malchow-Wartenberg,111001,"Malchow, Wartenberg und Falkenberg",1110,Hohenschönhausen Nord,Lichtenberg,8450764.89,01.01.2021
CCC724B3-6AA1-4FBF-AB36-51FDF8867A54,11100102,Dorf Falkenberg,111001,"Malchow, Wartenberg und Falkenberg",1110,Hohenschönhausen Nord,Lichtenberg,3056876.87,01.01.2021
48A777BE-441D-41AA-A72F-6878EB824A40,11100203,Falkenberg Ost,111002,Neu-Hohenschönhausen Nord,1110,Hohenschönhausen Nord,Lichtenberg,909974.14,01.01.2021
88EDB040-5754-44F4-965C-1AF40E06C41C,11100204,Falkenberg West,111002,Neu-Hohenschönhausen Nord,1110,Hohenschönhausen Nord,Lichtenberg,776059.12,01.01.2021
CFA3F232-BEF2-4CB5-9E36-36A8B90A428C,11100205,Wartenberg Süd,111002,Neu-Hohenschönhausen Nord,1110,Hohenschönhausen Nord,Lichtenberg,455965.44,01.01.2021
4641FFC7-6138-47D2-898A-B87112B62690,11100206,Wartenberg Nord,111002,Neu-Hohenschönhausen Nord,1110,Hohenschönhausen Nord,Lichtenberg,659172.09,01.01.2021
C4516E9A-C7CA-4DCE-91C5-BC35EA5D808C,11100307,Zingster Straße Ost,111003,Neu-Hohenschönhausen Süd,1110,Hohenschönhausen Nord,Lichtenberg,730353.16,01.01.2021
6DA49A46-ACC3-4D9A-837A-D1F9606954CC,11100308,Zingster Straße West,111003,Neu-Hohenschönhausen Süd,1110,Hohenschönhausen Nord,Lichtenberg,903502.77,01.01.2021
EF9C3734-CB7B-4C09-A1CA-9BE9928E452A,11100309,Mühlengrund,111003,Neu-Hohenschönhausen Süd,1110,Hohenschönhausen Nord,Lichtenberg,706053.63,01.01.2021
EF97DE60-558B-4AD4-B503-74A55BF3A90B,11200410,Malchower Weg,112004,Alt-Hohenschönhausen Nord,1120,Hohenschönhausen Süd,Lichtenberg,2232986.36,01.01.2021
FB61FECC-3A63-4A48-A2D1-059E02D89989,11200411,Hauptstraße,112004,Alt-Hohenschönhausen Nord,1120,Hohenschönhausen Süd,Lichtenberg,2521370.18,01.01.2021
D2C82B15-7B54-431F-87C9-8DBB9F8A508A,11200512,Orankesee,112005,Alt-Hohenschönhausen Süd,1120,Hohenschönhausen Süd,Lichtenberg,1936974.98,01.01.2021
B073930C-6658-4E89-8438-CD5A0969E0C8,11200513,Große-Leege-Straße,112005,Alt-Hohenschönhausen Süd,1120,Hohenschönhausen Süd,Lichtenberg,688251.11,01.01.2021
0AB2A863-0362-4B67-84C5-D56670FCEEC3,11200514,Landsberger Allee,112005,Alt-Hohenschönhausen Süd,1120,Hohenschönhausen Süd,Lichtenberg,940066.36,01.01.2021
7A889BA6-C303-43F9-BFE3-31E08AD5E96A,11200515,Weiße Taube,112005,Alt-Hohenschönhausen Süd,1120,Hohenschönhausen Süd,Lichtenberg,1033897.67,01.01.2021
99C7F089-20EC-4EA2-8D9E-6C945E87B372,11300616,Hohenschönhausener Straße,113006,Fennpfuhl,1130,Lichtenberg Nord,Lichtenberg,416969.28,01.01.2021
070C7D8D-C655-4A41-ADAD-4245CB950627,11300617,Fennpfuhlpark,113006,Fennpfuhl,1130,Lichtenberg Nord,Lichtenberg,474771.80,01.01.2021
2CCC7A08-CAEB-434E-B116-7AA9D239A041,11300618,Storkower Bogen,113006,Fennpfuhl,1130,Lichtenberg Nord,Lichtenberg,321194.18,01.01.2021
4819AF73-81DA-4E5D-A515-95DA138311A7,11300619,Rudolf-Seiffert-Park,113006,Fennpfuhl,1130,Lichtenberg Nord,Lichtenberg,372628.96,01.01.2021
92D6B627-29C4-4386-AF1E-B412217616A2,11300620,Fennpfuhl Ost,113006,Fennpfuhl,1130,Lichtenberg Nord,Lichtenberg,556765.22,01.01.2021
0AB0BE6A-3A92-4605-B025-3D5F091ADC5A,11300721,Herzbergstraße,113007,Alt-Lichtenberg,1130,Lichtenberg Nord,Lichtenberg,3863062.30,01.01.2021
791BAD11-C815-4065-A6A9-B3CBC492D750,11300722,Rathaus Lichtenberg,113007,Alt-Lichtenberg,1130,Lichtenberg Nord,Lichtenberg,889756.06,01.01.2021
6FDBDD7E-235F-47AE-84E5-F6ADC8222299,11300723,Bornitzstraße,113007,Alt-Lichtenberg,1130,Lichtenberg Nord,Lichtenberg,497944.01,01.01.2021
315EAD15-30C1-462B-89D1-30FFCC5398F5,11300724,Roedeliusplatz,113007,Alt-Lichtenberg,1130,Lichtenberg Nord,Lichtenberg,411278.35,01.01.2021
C4EF079B-D1FA-489F-B74A-67974BAA74E4,11300725,Nibelungenviertel,113007,Alt-Lichtenberg,1130,Lichtenberg Nord,Lichtenberg,683430.15,01.01.2021
5EC825F8-B4D6-4046-82A7-36E2D12B1425,11300826,Frankfurter Allee Süd,113008,Frankfurter Allee Süd,1130,Lichtenberg Nord,Lichtenberg,1053307.20,01.01.2021
9BA75C12-308A-43E1-A5DB-92D6ED590AEF,11400927,Victoriastadt,114009,Neu-Lichtenberg,1140,Lichtenberg Mitte,Lichtenberg,374097.78,01.01.2021
B790060F-4BE1-453F-ABB0-8106C424BB95,11400928,Nöldnerplatz,114009,Neu-Lichtenberg,1140,Lichtenberg Mitte,Lichtenberg,584244.40,01.01.2021
E503F121-21BB-41C6-B275-449760BBB84E,11400929,Weitlingkiez,114009,Neu-Lichtenberg,1140,Lichtenberg Mitte,Lichtenberg,842268.61,01.01.2021
44FE5E3F-7A5F-4C55-876C-C917891A9EC8,11400930,Zachertstraße,114009,Neu-Lichtenberg,1140,Lichtenberg Mitte,Lichtenberg,404082.07,01.01.2021
49ECB57B-C483-40AF-A1BB-7ACFA6E071E7,11400931,Massower Straße,114009,Neu-Lichtenberg,1140,Lichtenberg Mitte,Lichtenberg,415400.76,01.01.2021
D77A2FA8-AE6A-44E7-B254-45502782B199,11401032,Rosenfelder Ring,114010,Friedrichsfelde Nord,1140,Lichtenberg Mitte,Lichtenberg,567624.53,01.01.2021
8F1B33A4-0673-4E15-BF1A-093BF9308C96,11401033,Gensinger Straße,114010,Friedrichsfelde Nord,1140,Lichtenberg Mitte,Lichtenberg,453282.11,01.01.2021
7BFDB193-AB4D-4C15-BBF6-3A1D31BED6D5,11401034,Tierpark,114010,Friedrichsfelde Nord,1140,Lichtenberg Mitte,Lichtenberg,1733256.92,01.01.2021
8F51A5D5-4FFB-4CEE-ACC2-6ABC48DB9330,11401135,Dolgenseestraße,114011,Friedrichsfelde Süd,1140,Lichtenberg Mitte,Lichtenberg,699977.68,01.01.2021
3F1AB043-D658-4BC8-B03E-A794C01B83A3,11401136,Volkradstraße,114011,Friedrichsfelde Süd,1140,Lichtenberg Mitte,Lichtenberg,797329.72,01.01.2021
13FDB861-57C3-417D-A289-C522C3FFC35C,11401137,Erieseering,114011,Friedrichsfelde Süd,1140,Lichtenberg Mitte,Lichtenberg,718040.74,01.01.2021
AF8BC912-996F-4E56-A828-D2E9D86F88DD,11501238,Rummelsburg,115012,Rummelsburger Bucht,1150,Lichtenberg Süd,Lichtenberg,2401538.85,01.01.2021
6F1B0B0E-352A-4829-9ECD-47587A92C4C1,11501339,Karlshorst West,115013,Karlshorst,1150,Lichtenberg Süd,Lichtenberg,994199.34,01.01.2021
EA825EBA-8735-43CB-908C-E63F9986C3D8,11501340,Karlshorst Nord,115013,Karlshorst,1150,Lichtenberg Süd,Lichtenberg,3297929.69,01.01.2021
AA05BB83-33FF-4C96-8871-3959322C993D,11501341,Karlshorst Süd,115013,Karlshorst,1150,Lichtenberg Süd,Lichtenberg,2294053.90,01.01.2021
930471BA-7A35-4E55-B0A2-CE7AB1269823,12100101,Letteplatz,121001,Ost 1 - Reginhardstraße,1210,Reinickendorf Ost,Reinickendorf,780573.78,01.01.2021
C0D558C2-D6F3-4B7C-ABF4-24A9CBC8BAE9,12100102,Hausotterplatz,121001,Ost 1 - Reginhardstraße,1210,Reinickendorf Ost,Reinickendorf,809958.82,01.01.2021
830003F0-F32B-45C2-8872-03C55EBDF979,12100103,Breitkopfbecken,121001,Ost 1 - Reginhardstraße,1210,Reinickendorf Ost,Reinickendorf,720528.84,01.01.2021
E56542B5-6D27-4618-9038-3A231CEFF6D9,12100204,Schäfersee,121002,Ost 2 - Alt-Reinickendorf,1210,Reinickendorf Ost,Reinickendorf,1115710.25,01.01.2021
04A04E43-49D0-45CA-839F-49362F3239D1,12100205,Teichstraße,121002,Ost 2 - Alt-Reinickendorf,1210,Reinickendorf Ost,Reinickendorf,3374911.36,01.01.2021
92B0A364-46AA-4942-8638-C976E3222E63,12100206,Humboldtstraße,121002,Ost 2 - Alt-Reinickendorf,1210,Reinickendorf Ost,Reinickendorf,759322.70,01.01.2021
38B5AC23-4D49-4ACF-BD90-A1FD820B403B,12200307,Reinickes Hof,122003,West 4 - Auguste-Viktoria-Allee,1220,Tegel,Reinickendorf,532927.76,01.01.2021
C515D65D-68E4-4EFF-8654-D6F609D36C3F,12200308,Meller Bogen,122003,West 4 - Auguste-Viktoria-Allee,1220,Tegel,Reinickendorf,527632.33,01.12.2021
6B2B5731-9DC3-45B5-8F7F-AF0617721F01,12200309,Scharnweberstraße,122003,West 4 - Auguste-Viktoria-Allee,1220,Tegel,Reinickendorf,707714.72,01.01.2021
62AE6768-C45D-4CF8-BC06-DDCAD084BB40,12200310,Klixstraße,122003,West 4 - Auguste-Viktoria-Allee,1220,Tegel,Reinickendorf,819522.56,01.01.2021
B8E0C7B8-BCE5-4FF3-90BE-0614E0E85F5D,12200411,Schumacher-Quartier,122004,West 1 - Tegel-Süd/Flughafensee,1220,Tegel,Reinickendorf,670393.40,01.01.2021
B4AE18B9-F31E-4AE3-A369-626861449896,12200412,Waldidyll/Flughafensee,122004,West 1 - Tegel-Süd/Flughafensee,1220,Tegel,Reinickendorf,5947955.50,01.01.2021
1CFFE782-A719-49DC-BACC-1E4C5E909663,12200413,Tegel Süd,122004,West 1 - Tegel-Süd/Flughafensee,1220,Tegel,Reinickendorf,755172.72,01.01.2021
0E821BEB-B425-4312-9247-17F24EB63E68,12200414,TXL,122004,West 1 - Tegel-Süd/Flughafensee,1220,Tegel,Reinickendorf,5987707.88,01.01.2021
B49BBC8E-AB6C-4CBC-A522-DF81EA175A7E,12200515,Alt-Tegel,122005,West 5 - Tegel,1220,Tegel,Reinickendorf,2392511.02,01.01.2021
63031098-B5F8-4164-8866-31DB14B877B7,12400616,Konradshöhe/Tegelort,124006,West 2 - Heiligensee/Konradshöhe,1240,Grüner Norden,Reinickendorf,2336441.71,01.01.2021
348E0113-4F5A-42FF-885C-D4F8FCDBBC76,12400617,Alt-Heiligensee,124006,West 2 - Heiligensee/Konradshöhe,1240,Grüner Norden,Reinickendorf,5358375.30,01.01.2021
2B2529B5-65D6-4543-BDF3-EF254FA4D558,12400618,Heiligensee Nord,124006,West 2 - Heiligensee/Konradshöhe,1240,Grüner Norden,Reinickendorf,3247189.95,01.01.2021
D10FE7CB-60C4-47E9-BFFC-87BD83E2E467,12400619,Heiligensee,124006,West 2 - Heiligensee/Konradshöhe,1240,Grüner Norden,Reinickendorf,17921160.41,01.01.2021
EA52DCC0-9FEC-4AE2-A42F-634B8DCD2991,12400720,Frohnau West,124007,Nord 1 - Frohnau/Hermsdorf,1240,Grüner Norden,Reinickendorf,2749814.62,01.01.2021
2D882845-D6D2-4C57-862D-6ADF212C24C0,12400721,Frohnau Ost,124007,Nord 1 - Frohnau/Hermsdorf,1240,Grüner Norden,Reinickendorf,5090083.83,01.01.2021
DA9EA4A2-0DB2-44DC-AE32-ABBE096135FC,12400722,Hermsdorf West,124007,Nord 1 - Frohnau/Hermsdorf,1240,Grüner Norden,Reinickendorf,3158215.99,01.01.2021
F003F1B9-982A-436B-91DF-C61AD0D1A6E6,12400723,Hermsdorf Ost/Waldsee,124007,Nord 1 - Frohnau/Hermsdorf,1240,Grüner Norden,Reinickendorf,2900186.52,01.01.2021
9D539CD1-0BCC-4DBC-AFC1-90BC12C4C600,12500824,Ziekowstraße/Freie Scholle,125008,West 3 - Borsigwalde/Freie Scholle,1250,Wittenau/Borsigwalde,Reinickendorf,2228029.56,01.01.2021
7B6E60B4-3411-46E5-BDEC-7031FBAD0B85,12500825,Borsigwalde,125008,West 3 - Borsigwalde/Freie Scholle,1250,Wittenau/Borsigwalde,Reinickendorf,1849169.70,01.01.2021
F920DF20-78B5-409A-8A8E-61F756B6A2B5,12500926,Wittenau Mitte,125009,Nord 2 - Waidmannslust/Wittenau/Lübars,1250,Wittenau/Borsigwalde,Reinickendorf,947532.08,01.12.2021
986EB464-57B5-4A96-B850-D9FABBADCCCF,12500927,Wittenau Nord,125009,Nord 2 - Waidmannslust/Wittenau/Lübars,1250,Wittenau/Borsigwalde,Reinickendorf,2494710.37,01.01.2021
262FB676-F85D-4312-9B76-CC4BE2DC36DF,12500928,Waidmannslust,125009,Nord 2 - Waidmannslust/Wittenau/Lübars,1250,Wittenau/Borsigwalde,Reinickendorf,1731930.98,01.01.2021
CAAD027C-FE36-4260-861D-CF49E7875550,12500929,Lübars,125009,Nord 2 - Waidmannslust/Wittenau/Lübars,1250,Wittenau/Borsigwalde,Reinickendorf,5011478.34,01.01.2021
62AC0F0A-2587-4AD8-9C42-07082CB6D2C1,12500930,Wittenau Süd,125009,Nord 2 - Waidmannslust/Wittenau/Lübars,1250,Wittenau/Borsigwalde,Reinickendorf,1613739.19,01.12.2021
21DC2657-48FD-48E4-816A-6C237BB4CA0B,12601031,Lübarser Straße,126010,Rollbergesiedlung,1260,Märkisches Viertel,Reinickendorf,1134134.84,01.01.2021
DA06FB0D-D373-42C1-B767-6926384FF320,12601032,Rollbergesiedlung,126010,Rollbergesiedlung,1260,Märkisches Viertel,Reinickendorf,501325.04,01.01.2021
CFBD216E-9B92-482D-96D2-140D62BAC353,12601133,Treuenbrietzener Straße,126011,MV Nord,1260,Märkisches Viertel,Reinickendorf,918344.00,01.01.2021
AC246747-ADEB-4176-8F8C-014DF78A3206,12601134,Märkisches Zentrum,126011,MV Nord,1260,Märkisches Viertel,Reinickendorf,1127871.02,01.01.2021
B194977E-0023-43CA-B95F-40170EEE1CE5,12601235,Dannenwalder Weg,126012,MV Süd,1260,Märkisches Viertel,Reinickendorf,523442.56,01.01.2021
3122A2B8-8B22-4E6A-960B-25C61190DF0F,12601236,Schorfheidestraße,126012,MV Süd,1260,Märkisches Viertel,Reinickendorf,578285.03,01.01.2021
